operation_id,date,warehouse_id,warehouse_name,sku_id,operation_type,qty,unit_cost_byn
MOV000710,2026-03-09,WH2,Склад Брест,SKU_001,outcome,25,8.64
MOV000711,2026-03-10,WH2,Склад Брест,SKU_008,outcome,33,17.28
MOV000712,2026-03-10,WH2,Склад Брест,SKU_012,outcome,37,5.4
MOV000713,2026-03-11,WH1,Склад Минск,SKU_001,outcome,32,8.64
MOV000714,2026-03-11,WH1,Склад Минск,SKU_003,outcome,40,12.96
MOV000715,2026-03-11,WH2,Склад Брест,SKU_002,outcome,37,10.8
MOV000716,2026-03-11,WH2,Склад Брест,SKU_005,outcome,53,8.28
MOV000717,2026-03-11,WH2,Склад Брест,SKU_011,outcome,19,6.48
MOV000718,2026-03-12,WH1,Склад Минск,SKU_001,income,292,8.64
MOV000719,2026-03-12,WH1,Склад Минск,SKU_002,income,245,10.8
MOV000720,2026-03-12,WH2,Склад Брест,SKU_002,income,336,10.8
MOV000721,2026-03-12,WH2,Склад Брест,SKU_007,income,202,15.84
MOV000722,2026-03-12,WH2,Склад Брест,SKU_011,income,320,6.48
MOV000723,2026-03-12,WH2,Склад Брест,SKU_003,outcome,28,12.96
MOV000724,2026-03-12,WH2,Склад Брест,SKU_005,outcome,27,8.28
MOV000725,2026-03-12,WH2,Склад Брест,SKU_008,outcome,20,17.28
MOV000726,2026-03-12,WH2,Склад Брест,SKU_009,outcome,30,18.72
MOV000727,2026-03-13,WH1,Склад Минск,SKU_004,outcome,45,9.36
MOV000728,2026-03-13,WH1,Склад Минск,SKU_006,outcome,34,10.08
MOV000729,2026-03-13,WH1,Склад Минск,SKU_011,outcome,41,6.48
MOV000730,2026-03-14,WH1,Склад Минск,SKU_006,outcome,51,10.08
MOV000731,2026-03-14,WH2,Склад Брест,SKU_011,outcome,37,6.48
MOV000732,2026-03-15,WH1,Склад Минск,SKU_002,outcome,29,10.8
MOV000733,2026-03-15,WH1,Склад Минск,SKU_007,outcome,39,15.84
MOV000734,2026-03-16,WH1,Склад Минск,SKU_007,income,267,15.84
MOV000735,2026-03-16,WH1,Склад Минск,SKU_009,income,269,18.72
MOV000736,2026-03-16,WH2,Склад Брест,SKU_002,income,208,10.8
MOV000737,2026-03-16,WH2,Склад Брест,SKU_012,income,355,5.4
MOV000738,2026-03-16,WH1,Склад Минск,SKU_009,outcome,31,18.72
MOV000739,2026-03-16,WH1,Склад Минск,SKU_011,outcome,36,6.48
MOV000740,2026-03-17,WH1,Склад Минск,SKU_009,outcome,24,18.72
MOV000741,2026-03-17,WH1,Склад Минск,SKU_012,outcome,39,5.4
MOV000742,2026-03-17,WH2,Склад Брест,SKU_008,outcome,27,17.28
MOV000743,2026-03-18,WH1,Склад Минск,SKU_004,outcome,33,9.36
MOV000744,2026-03-18,WH2,Склад Брест,SKU_001,outcome,43,8.64
MOV000745,2026-03-19,WH1,Склад Минск,SKU_001,income,347,8.64
MOV000746,2026-03-19,WH1,Склад Минск,SKU_009,income,298,18.72
MOV000747,2026-03-19,WH1,Склад Минск,SKU_011,income,193,6.48
MOV000748,2026-03-19,WH2,Склад Брест,SKU_006,income,479,10.08
MOV000749,2026-03-19,WH2,Склад Брест,SKU_009,income,404,18.72
MOV000750,2026-03-19,WH2,Склад Брест,SKU_010,income,343,5.76
MOV000751,2026-03-19,WH2,Склад Брест,SKU_011,income,254,6.48
MOV000752,2026-03-19,WH1,Склад Минск,SKU_003,outcome,33,12.96
MOV000753,2026-03-19,WH1,Склад Минск,SKU_006,outcome,29,10.08
MOV000754,2026-03-19,WH1,Склад Минск,SKU_008,outcome,47,17.28
MOV000755,2026-03-19,WH1,Склад Минск,SKU_010,outcome,37,5.76
MOV000756,2026-03-19,WH1,Склад Минск,SKU_012,outcome,27,5.4
MOV000757,2026-03-19,WH2,Склад Брест,SKU_012,outcome,30,5.4
MOV000758,2026-03-20,WH2,Склад Брест,SKU_002,outcome,46,10.8
MOV000759,2026-03-20,WH2,Склад Брест,SKU_011,outcome,51,6.48
MOV000760,2026-03-21,WH1,Склад Минск,SKU_001,outcome,50,8.64
MOV000761,2026-03-21,WH1,Склад Минск,SKU_008,outcome,42,17.28
MOV000762,2026-03-21,WH2,Склад Брест,SKU_011,outcome,32,6.48
MOV000763,2026-03-22,WH2,Склад Брест,SKU_008,outcome,5,17.28
MOV000764,2026-03-22,WH2,Склад Брест,SKU_011,outcome,37,6.48
MOV000765,2026-03-23,WH1,Склад Минск,SKU_003,income,299,12.96
MOV000766,2026-03-23,WH2,Склад Брест,SKU_003,income,308,12.96
MOV000767,2026-03-23,WH2,Склад Брест,SKU_010,income,303,5.76
MOV000768,2026-03-23,WH2,Склад Брест,SKU_011,income,220,6.48
MOV000769,2026-03-23,WH2,Склад Брест,SKU_006,outcome,40,10.08
MOV000770,2026-03-23,WH2,Склад Брест,SKU_010,outcome,41,5.76
MOV000771,2026-03-24,WH2,Склад Брест,SKU_003,outcome,41,12.96
MOV000772,2026-03-24,WH2,Склад Брест,SKU_005,outcome,44,8.28
MOV000773,2026-03-25,WH1,Склад Минск,SKU_002,outcome,41,10.8
MOV000774,2026-03-25,WH1,Склад Минск,SKU_009,outcome,30,18.72
MOV000775,2026-03-25,WH1,Склад Минск,SKU_012,outcome,34,5.4
MOV000776,2026-03-25,WH2,Склад Брест,SKU_006,outcome,35,10.08
MOV000777,2026-03-26,WH1,Склад Минск,SKU_002,income,306,10.8
MOV000778,2026-03-26,WH1,Склад Минск,SKU_003,income,359,12.96
MOV000779,2026-03-26,WH1,Склад Минск,SKU_005,income,338,8.28
MOV000780,2026-03-26,WH1,Склад Минск,SKU_007,income,424,15.84
MOV000781,2026-03-26,WH2,Склад Брест,SKU_005,income,432,8.28
MOV000782,2026-03-26,WH2,Склад Брест,SKU_004,outcome,35,9.36
MOV000783,2026-03-26,WH2,Склад Брест,SKU_009,outcome,5,18.72
MOV000784,2026-03-27,WH2,Склад Брест,SKU_005,outcome,47,8.28
MOV000785,2026-03-28,WH1,Склад Минск,SKU_007,outcome,29,15.84
MOV000786,2026-03-29,WH1,Склад Минск,SKU_011,outcome,26,6.48
MOV000787,2026-03-30,WH1,Склад Минск,SKU_007,income,276,15.84
MOV000788,2026-03-30,WH1,Склад Минск,SKU_010,income,273,5.76
MOV000789,2026-03-30,WH2,Склад Брест,SKU_001,income,336,8.64
MOV000790,2026-03-30,WH2,Склад Брест,SKU_007,income,206,15.84
MOV000791,2026-03-30,WH1,Склад Минск,SKU_003,outcome,24,12.96
MOV000792,2026-03-30,WH1,Склад Минск,SKU_008,outcome,38,17.28
MOV000793,2026-03-30,WH1,Склад Минск,SKU_011,outcome,41,6.48
MOV000794,2026-03-30,WH2,Склад Брест,SKU_004,outcome,41,9.36
MOV000795,2026-03-30,WH2,Склад Брест,SKU_012,outcome,27,5.4
MOV000796,2026-03-31,WH1,Склад Минск,SKU_011,outcome,25,6.48
MOV000797,2026-03-31,WH2,Склад Брест,SKU_005,outcome,29,8.28
MOV000798,2026-03-31,WH2,Склад Брест,SKU_008,outcome,37,17.28
