doc_id,date,region,chain_id,chain_name,customer_id,sku_id,product_group,qty,revenue_byn
S20250306-CH001-01323,2025-03-06,Минск,CH001,Евроопт,CUST_CH001,SKU_010,Полуфабрикаты,35,272.31
S20250319-CH002-01577,2025-03-19,Брест,CH002,Санта,CUST_CH002,SKU_007,Деликатесы,4,86.85
S20260310-CH001-03239,2026-03-10,Минск,CH001,Евроопт,CUST_CH001,SKU_008,Деликатесы,47,1092.05
S20250106-CH002-00114,2025-01-06,Брест,CH002,Санта,CUST_CH002,SKU_011,Полуфабрикаты,55,476.33
S20260216-CH004-02817,2026-02-16,Гомель,CH004,Гиппо,CUST_CH004,SKU_011,Полуфабрикаты,63,572.92
S20250218-CH004-00987,2025-02-18,Гомель,CH004,Гиппо,CUST_CH004,SKU_009,Деликатесы,37,968.56
S20260302-CH003-03090,2026-03-02,Гродно,CH003,Корона,CUST_CH003,SKU_007,Деликатесы,56,1269.8
S20250206-CH004-00748,2025-02-06,Гомель,CH004,Гиппо,CUST_CH004,SKU_006,Сосиски,76,1138.71
S20260101-CH002-01864,2026-01-01,Брест,CH002,Санта,CUST_CH002,SKU_011,Полуфабрикаты,68,634.91
S20250111-CH002-00223,2025-01-11,Брест,CH002,Санта,CUST_CH002,SKU_012,Полуфабрикаты,36,276.33
S20250126-CH003-00519,2025-01-26,Гродно,CH003,Корона,CUST_CH003,SKU_001,Колбасы,37,421.24
S20250307-CH002-01349,2025-03-07,Брест,CH002,Санта,CUST_CH002,SKU_012,Полуфабрикаты,64,457.95
S20250315-CH002-01503,2025-03-15,Брест,CH002,Санта,CUST_CH002,SKU_009,Деликатесы,32,793.11
S20260204-CH003-02553,2026-02-04,Гродно,CH003,Корона,CUST_CH003,SKU_011,Полуфабрикаты,67,607.26
S20250323-CH001-01666,2025-03-23,Минск,CH001,Евроопт,CUST_CH001,SKU_011,Полуфабрикаты,61,519.3
S20250318-CH003-01556,2025-03-18,Гродно,CH003,Корона,CUST_CH003,SKU_010,Полуфабрикаты,34,269.3
S20260127-CH004-02403,2026-01-27,Гомель,CH004,Гиппо,CUST_CH004,SKU_003,Колбасы,57,968.69
S20260211-CH002-02695,2026-02-11,Брест,CH002,Санта,CUST_CH002,SKU_009,Деликатесы,10,240.18
S20250224-CH004-01120,2025-02-24,Гомель,CH004,Гиппо,CUST_CH004,SKU_006,Сосиски,49,702.48
S20250102-CH003-00036,2025-01-02,Гродно,CH003,Корона,CUST_CH003,SKU_007,Деликатесы,33,765.08
S20250211-CH001-00831,2025-02-11,Минск,CH001,Евроопт,CUST_CH001,SKU_008,Деликатесы,46,1099.44
S20260115-CH004-02150,2026-01-15,Гомель,CH004,Гиппо,CUST_CH004,SKU_003,Колбасы,45,787.53
S20260206-CH003-02602,2026-02-06,Гродно,CH003,Корона,CUST_CH003,SKU_005,Сосиски,63,744.04
S20250327-CH002-01762,2025-03-27,Брест,CH002,Санта,CUST_CH002,SKU_006,Сосиски,37,547.54
S20260207-CH003-02617,2026-02-07,Гродно,CH003,Корона,CUST_CH003,SKU_005,Сосиски,44,501.45
S20250118-CH001-00348,2025-01-18,Минск,CH001,Евроопт,CUST_CH001,SKU_OLD_001,Колбасы,63,747.81
S20250108-CH003-00168,2025-01-08,Гродно,CH003,Корона,CUST_CH003,SKU_010,Полуфабрикаты,68,541.2
S20260308-CH004-03216,2026-03-08,Гомель,CH004,Гиппо,CUST_CH004,SKU_011,Полуфабрикаты,51,416.94
S20250106-CH003-00117,2025-01-06,Гродно,CH003,Корона,CUST_CH003,SKU_006,Сосиски,55,752.44
S20260108-CH001-01996,2026-01-08,Минск,CH001,Евроопт,CUST_CH001,SKU_010,Полуфабрикаты,34,267.51
S20260317-CH003-03393,2026-03-17,Гродно,CH003,Корона,CUST_CH003,SKU_002,Колбасы,71,1049.3
S20250127-CH001-00531,2025-01-27,Минск,CH001,Евроопт,CUST_CH001,SKU_006,Сосиски,65,819.27
S20250310-CH002-01395,2025-03-10,Брест,CH002,Санта,CUST_CH002,SKU_008,Деликатесы,19,458.9
S20260303-CH001-03099,2026-03-03,Минск,CH001,Евроопт,CUST_CH001,SKU_010,Полуфабрикаты,38,298.93
S20250116-CH003-00321,2025-01-16,Гродно,CH003,Корона,CUST_CH003,SKU_010,Полуфабрикаты,50,423.37
S20250220-CH003-01029,2025-02-20,Гродно,CH003,Корона,CUST_CH003,SKU_009,Деликатесы,21,562.71
S20260104-CH001-01907,2026-01-04,Минск,CH001,Евроопт,CUST_CH001,SKU_004,Сосиски,48,626.13
S20260324-CH004-03558,2026-03-24,Гомель,CH004,Гиппо,CUST_CH004,SKU_008,Деликатесы,47,1110.89
S20250319-CH003-01583,2025-03-19,Гродно,CH003,Корона,CUST_CH003,SKU_012,Полуфабрикаты,34,239.36
S20250323-CH002-01671,2025-03-23,Брест,CH002,Санта,CUST_CH002,SKU_009,Деликатесы,34,876.49
S20250124-CH001-00474,2025-01-24,Минск,CH001,Евроопт,CUST_CH001,SKU_003,Колбасы,33,579.62
S20260128-CH004-02418,2026-01-28,Гомель,CH004,Гиппо,CUST_CH004,SKU_001,Колбасы,31,373.21
S20260212-CH002-02715,2026-02-12,Брест,CH002,Санта,CUST_CH002,SKU_002,Колбасы,49,689.36
S20260122-CH002-02298,2026-01-22,Брест,CH002,Санта,CUST_CH002,SKU_010,Полуфабрикаты,60,482.66
S20250327-CH003-01772,2025-03-27,Гродно,CH003,Корона,CUST_CH003,SKU_010,Полуфабрикаты,61,469.6
S20260119-CH001-02217,2026-01-19,Минск,CH001,Евроопт,CUST_CH001,SKU_010,Полуфабрикаты,64,501.94
S20260217-CH004-02840,2026-02-17,Гомель,CH004,Гиппо,CUST_CH004,SKU_006,Сосиски,67,921.63
S20260325-CH001-03563,2026-03-25,Минск,CH001,Евроопт,CUST_CH001,SKU_006,Сосиски,81,1057.24
S20260208-CH003-02630,2026-02-08,Гродно,CH003,Корона,CUST_CH003,SKU_009,Деликатесы,5,139.2
S20250327-CH002-01764,2025-03-27,Брест,CH002,Санта,CUST_CH002,SKU_009,Деликатесы,23,641.28
S20250111-CH004-00228,2025-01-11,Гомель,CH004,Гиппо,CUST_CH004,SKU_OLD_001,Колбасы,47,548.35
S20260216-CH001-02796,2026-02-16,Минск,CH001,Евроопт,CUST_CH001,SKU_007,Деликатесы,22,479.7
S20260210-CH003-02672,2026-02-10,Гродно,CH003,Корона,CUST_CH003,SKU_OLD_001,Колбасы,34,399.98
S20260102-CH004-01894,2026-01-02,Гомель,CH004,Гиппо,CUST_CH004,SKU_006,Сосиски,66,895.37
S20250327-CH004-01780,2025-03-27,Гомель,CH004,Гиппо,CUST_CH004,SKU_012,Полуфабрикаты,48,343.63
S20250220-CH002-01026,2025-02-20,Брест,CH002,Санта,CUST_CH002,SKU_012,Полуфабрикаты,66,479.98
S20260315-CH002-03348,2026-03-15,Брест,CH002,Санта,CUST_CH002,SKU_009,Деликатесы,39,975.69
S20250110-CH001-00194,2025-01-10,Минск,CH001,Евроопт,CUST_CH001,SKU_004,Сосиски,59,817.37
S20250326-CH001-01731,2025-03-26,Минск,CH001,Евроопт,CUST_CH001,SKU_007,Деликатесы,46,1079.2
S20250104-CH004-00082,2025-01-04,Гомель,CH004,Гиппо,CUST_CH004,SKU_004,Сосиски,71,896.49
S20260217-CH003-02837,2026-02-17,Гродно,CH003,Корона,CUST_CH003,SKU_011,Полуфабрикаты,51,504.37
S20260115-CH001-02137,2026-01-15,Минск,CH001,Евроопт,CUST_CH001,SKU_006,Сосиски,39,525.37
S20260109-CH003-02031,2026-01-09,Гродно,CH003,Корона,CUST_CH003,SKU_001,Колбасы,72,872.45
S20260218-CH001-02846,2026-02-18,Минск,CH001,Евроопт,CUST_CH001,SKU_007,Деликатесы,31,640.31
S20260121-CH004-02281,2026-01-21,Гомель,CH004,Гиппо,CUST_CH004,SKU_004,Сосиски,44,606.42
S20250314-CH001-01477,2025-03-14,Минск,CH001,Евроопт,CUST_CH001,SKU_010,Полуфабрикаты,56,471.85
S20260113-CH004-02112,2026-01-13,Гомель,CH004,Гиппо,CUST_CH004,SKU_010,Полуфабрикаты,60,499.8
S20250314-CH001-01478,2025-03-14,Минск,CH001,Евроопт,CUST_CH001,SKU_011,Полуфабрикаты,37,353.37
S20260217-CH002-02828,2026-02-17,Брест,CH002,Санта,CUST_CH002,SKU_002,Колбасы,47,685.12
S20260324-CH001-03541,2026-03-24,Минск,CH001,Евроопт,CUST_CH001,SKU_010,Полуфабрикаты,66,550.98
S20260102-CH003-01887,2026-01-02,Гродно,CH003,Корона,CUST_CH003,SKU_006,Сосиски,49,667.76
S20260307-CH004-03194,2026-03-07,Гомель,CH004,Гиппо,CUST_CH004,SKU_004,Сосиски,60,741.17
S20250321-CH003-01630,2025-03-21,Гродно,CH003,Корона,CUST_CH003,SKU_003,Колбасы,65,1228.82
S20260129-CH003-02437,2026-01-29,Гродно,CH003,Корона,CUST_CH003,SKU_006,Сосиски,41,578.68
S20250102-CH004-00041,2025-01-02,Гомель,CH004,Гиппо,CUST_CH004,SKU_008,Деликатесы,24,583.2
S20250325-CH001-01705,2025-03-25,Минск,CH001,Евроопт,CUST_CH001,SKU_007,Деликатесы,22,518.67
S20260311-CH003-03269,2026-03-11,Гродно,CH003,Корона,CUST_CH003,SKU_004,Сосиски,45,599.25
S20260225-CH004-03010,2026-02-25,Гомель,CH004,Гиппо,CUST_CH004,SKU_002,Колбасы,58,899.35
S20250116-CH001-00312,2025-01-16,Минск,CH001,Евроопт,CUST_CH001,SKU_009,Деликатесы,54,1470.11
S20250321-CH003-01632,2025-03-21,Гродно,CH003,Корона,CUST_CH003,SKU_005,Сосиски,38,454.94
S20260320-CH001-03457,2026-03-20,Минск,CH001,Евроопт,CUST_CH001,SKU_004,Сосиски,50,676.47
S20250312-CH001-01427,2025-03-12,Минск,CH001,Евроопт,CUST_CH001,SKU_003,Колбасы,35,634.86
S20260108-CH002-02003,2026-01-08,Брест,CH002,Санта,CUST_CH002,SKU_008,Деликатесы,8,195.98
S20250118-CH004-00358,2025-01-18,Гомель,CH004,Гиппо,CUST_CH004,SKU_005,Сосиски,54,644.98
S20260319-CH001-03432,2026-03-19,Минск,CH001,Евроопт,CUST_CH001,SKU_002,Колбасы,91,1377.27
S20260301-CH001-03068,2026-03-01,Минск,CH001,Евроопт,CUST_CH001,SKU_005,Сосиски,48,529.84
S20250331-CH001-01828,2025-03-31,Минск,CH001,Евроопт,CUST_CH001,SKU_001,Колбасы,52,631.95
S20250107-CH002-00129,2025-01-07,Брест,CH002,Санта,CUST_CH002,SKU_OLD_001,Колбасы,72,842.6
S20250219-CH004-01010,2025-02-19,Гомель,CH004,Гиппо,CUST_CH004,SKU_OLD_001,Колбасы,63,723.21
S20250329-CH004-01814,2025-03-29,Гомель,CH004,Гиппо,CUST_CH004,SKU_004,Сосиски,39,520.56
S20260119-CH001-02219,2026-01-19,Минск,CH001,Евроопт,CUST_CH001,SKU_012,Полуфабрикаты,79,586.85
S20250202-CH004-00658,2025-02-02,Гомель,CH004,Гиппо,CUST_CH004,SKU_007,Деликатесы,28,587.72
S20250303-CH001-01247,2025-03-03,Минск,CH001,Евроопт,CUST_CH001,SKU_007,Деликатесы,19,439.12
S20260319-CH001-03431,2026-03-19,Минск,CH001,Евроопт,CUST_CH001,SKU_001,Колбасы,48,613.22
S20250110-CH002-00202,2025-01-10,Брест,CH002,Санта,CUST_CH002,SKU_002,Колбасы,55,826.36
S20260322-CH002-03502,2026-03-22,Брест,CH002,Санта,CUST_CH002,SKU_006,Сосиски,72,999.75
S20250311-CH004-01422,2025-03-11,Гомель,CH004,Гиппо,CUST_CH004,SKU_OLD_005,Сосиски,69,761.07
S20260305-CH003-03153,2026-03-05,Гродно,CH003,Корона,CUST_CH003,SKU_006,Сосиски,30,434.38
RET20250210-007,2025-02-10,Гомель,CH004,Гиппо,CUST_CH004,SKU_004,Сосиски,-18,-245.57
S20260120-CH003-02253,2026-01-20,Гродно,CH003,Корона,CUST_CH003,SKU_010,Полуфабрикаты,58,470.16
S20260221-CH004-02929,2026-02-21,Гомель,CH004,Гиппо,CUST_CH004,SKU_003,Колбасы,25,441.84
S20250130-CH001-00594,2025-01-30,Минск,CH001,Евроопт,CUST_CH001,SKU_004,Сосиски,41,528.81
S20250218-CH001-00971,2025-02-18,Минск,CH001,Евроопт,CUST_CH001,SKU_009,Деликатесы,32,820.6
S20250110-CH002-00203,2025-01-10,Брест,CH002,Санта,CUST_CH002,SKU_003,Колбасы,48,882.83
S20260322-CH003-03506,2026-03-22,Гродно,CH003,Корона,CUST_CH003,SKU_001,Колбасы,66,792.89
S20260107-CH002-01975,2026-01-07,Брест,CH002,Санта,CUST_CH002,SKU_002,Колбасы,57,816.73
S20260130-CH002-02452,2026-01-30,Брест,CH002,Санта,CUST_CH002,SKU_OLD_001,Колбасы,44,521.1
S20260321-CH002-03483,2026-03-21,Брест,CH002,Санта,CUST_CH002,SKU_006,Сосиски,63,898.59
S20260125-CH003-02355,2026-01-25,Гродно,CH003,Корона,CUST_CH003,SKU_006,Сосиски,76,1062.56
S20260310-CH004-03257,2026-03-10,Гомель,CH004,Гиппо,CUST_CH004,SKU_010,Полуфабрикаты,49,387.8
S20260107-CH002-01981,2026-01-07,Брест,CH002,Санта,CUST_CH002,SKU_011,Полуфабрикаты,49,470.18
S20260317-CH001-03387,2026-03-17,Минск,CH001,Евроопт,CUST_CH001,SKU_012,Полуфабрикаты,25,179.83
S20260220-CH004-02907,2026-02-20,Гомель,CH004,Гиппо,CUST_CH004,SKU_OLD_001,Колбасы,64,745.37
S20250227-CH004-01188,2025-02-27,Гомель,CH004,Гиппо,CUST_CH004,SKU_008,Деликатесы,43,1084.32
S20250118-CH002-00352,2025-01-18,Брест,CH002,Санта,CUST_CH002,SKU_011,Полуфабрикаты,45,385.04
S20250327-CH001-01756,2025-03-27,Минск,CH001,Евроопт,CUST_CH001,SKU_007,Деликатесы,41,874.32
S20250320-CH001-01596,2025-03-20,Минск,CH001,Евроопт,CUST_CH001,SKU_012,Полуфабрикаты,45,345.91
S20250102-CH004-00043,2025-01-02,Гомель,CH004,Гиппо,CUST_CH004,SKU_011,Полуфабрикаты,43,380.2
S20260331-CH001-03689,2026-03-31,Минск,CH001,Евроопт,CUST_CH001,SKU_011,Полуфабрикаты,68,625.05
S20250304-CH001-01274,2025-03-04,Минск,CH001,Евроопт,CUST_CH001,SKU_011,Полуфабрикаты,32,282.31
S20250129-CH001-00575,2025-01-29,Минск,CH001,Евроопт,CUST_CH001,SKU_007,Деликатесы,50,1067.39
S20260104-CH004-01921,2026-01-04,Гомель,CH004,Гиппо,CUST_CH004,SKU_003,Колбасы,51,895.19
S20260307-CH001-03187,2026-03-07,Минск,CH001,Евроопт,CUST_CH001,SKU_012,Полуфабрикаты,78,611.09
S20250212-CH003-00857,2025-02-12,Гродно,CH003,Корона,CUST_CH003,SKU_001,Колбасы,24,296.54
S20260126-CH004-02383,2026-01-26,Гомель,CH004,Гиппо,CUST_CH004,SKU_008,Деликатесы,15,363.14
S20260110-CH002-02048,2026-01-10,Брест,CH002,Санта,CUST_CH002,SKU_006,Сосиски,80,1079.55
S20250329-CH002-01809,2025-03-29,Брест,CH002,Санта,CUST_CH002,SKU_OLD_001,Колбасы,37,439.58
S20260316-CH003-03370,2026-03-16,Гродно,CH003,Корона,CUST_CH003,SKU_005,Сосиски,107,1186.23
S20260103-CH003-01899,2026-01-03,Гродно,CH003,Корона,CUST_CH003,SKU_004,Сосиски,58,759.6
S20250331-CH004-01847,2025-03-31,Гомель,CH004,Гиппо,CUST_CH004,SKU_004,Сосиски,66,889.75
S20250213-CH002-00876,2025-02-13,Брест,CH002,Санта,CUST_CH002,SKU_OLD_001,Колбасы,17,208.84
S20250106-CH001-00104,2025-01-06,Минск,CH001,Евроопт,CUST_CH001,SKU_004,Сосиски,62,820.49
S20260204-CH003-02554,2026-02-04,Гродно,CH003,Корона,CUST_CH003,SKU_012,Полуфабрикаты,44,330.53
S20250130-CH003-00605,2025-01-30,Гродно,CH003,Корона,CUST_CH003,SKU_011,Полуфабрикаты,35,334.29
S20260330-CH004-03680,2026-03-30,Гомель,CH004,Гиппо,CUST_CH004,SKU_OLD_001,Колбасы,42,538.28
S20250302-CH002-01234,2025-03-02,Брест,CH002,Санта,CUST_CH002,SKU_010,Полуфабрикаты,40,320.42
S20260221-CH003-02924,2026-02-21,Гродно,CH003,Корона,CUST_CH003,SKU_003,Колбасы,106,1841.6
S20250312-CH002-01434,2025-03-12,Брест,CH002,Санта,CUST_CH002,SKU_001,Колбасы,39,453.48
S20250120-CH001-00385,2025-01-20,Минск,CH001,Евроопт,CUST_CH001,SKU_012,Полуфабрикаты,46,366.89
S20250213-CH004-00894,2025-02-13,Гомель,CH004,Гиппо,CUST_CH004,SKU_011,Полуфабрикаты,50,438.15
S20250103-CH003-00057,2025-01-03,Гродно,CH003,Корона,CUST_CH003,SKU_004,Сосиски,55,776.64
S20250205-CH001-00712,2025-02-05,Минск,CH001,Евроопт,CUST_CH001,SKU_012,Полуфабрикаты,49,356.71
S20260318-CH003-03420,2026-03-18,Гродно,CH003,Корона,CUST_CH003,SKU_003,Колбасы,51,909.71
S20250118-CH003-00356,2025-01-18,Гродно,CH003,Корона,CUST_CH003,SKU_012,Полуфабрикаты,57,426.05
S20250331-CH003-01843,2025-03-31,Гродно,CH003,Корона,CUST_CH003,SKU_005,Сосиски,57,635.99
S20250220-CH001-01019,2025-02-20,Минск,CH001,Евроопт,CUST_CH001,SKU_008,Деликатесы,33,777.89
S20260310-CH003-03248,2026-03-10,Гродно,CH003,Корона,CUST_CH003,SKU_002,Колбасы,44,668.81
S20250115-CH004-00308,2025-01-15,Гомель,CH004,Гиппо,CUST_CH004,SKU_007,Деликатесы,62,1370.17
S20250210-CH003-00814,2025-02-10,Гродно,CH003,Корона,CUST_CH003,SKU_008,Деликатесы,21,526.6
S20250102-CH004-00042,2025-01-02,Гомель,CH004,Гиппо,CUST_CH004,SKU_010,Полуфабрикаты,75,589.12
S20260313-CH001-03312,2026-03-13,Минск,CH001,Евроопт,CUST_CH001,SKU_011,Полуфабрикаты,67,602.17
S20250311-CH001-01406,2025-03-11,Минск,CH001,Евроопт,CUST_CH001,SKU_002,Колбасы,48,703.98
S20250324-CH001-01682,2025-03-24,Минск,CH001,Евроопт,CUST_CH001,SKU_005,Сосиски,26,284.82
S20250213-CH002-00883,2025-02-13,Брест,CH002,Санта,CUST_CH002,SKU_012,Полуфабрикаты,51,371.21
S20260117-CH004-02195,2026-01-17,Гомель,CH004,Гиппо,CUST_CH004,SKU_009,Деликатесы,33,875.58
S20250204-CH003-00699,2025-02-04,Гродно,CH003,Корона,CUST_CH003,SKU_011,Полуфабрикаты,36,312.98
S20260123-CH004-02337,2026-01-23,Гомель,CH004,Гиппо,CUST_CH004,SKU_007,Деликатесы,38,805.13
S20260129-CH001-02427,2026-01-29,Минск,CH001,Евроопт,CUST_CH001,SKU_010,Полуфабрикаты,69,554.88
S20260110-CH004-02052,2026-01-10,Гомель,CH004,Гиппо,CUST_CH004,SKU_001,Колбасы,81,1002.15
S20260125-CH001-02351,2026-01-25,Минск,CH001,Евроопт,CUST_CH001,SKU_004,Сосиски,45,555.41
S20250110-CH004-00216,2025-01-10,Гомель,CH004,Гиппо,CUST_CH004,SKU_007,Деликатесы,11,224.73
S20260115-CH003-02147,2026-01-15,Гродно,CH003,Корона,CUST_CH003,SKU_008,Деликатесы,7,166.77
S20250308-CH003-01371,2025-03-08,Гродно,CH003,Корона,CUST_CH003,SKU_011,Полуфабрикаты,55,503.03
S20250319-CH001-01567,2025-03-19,Минск,CH001,Евроопт,CUST_CH001,SKU_006,Сосиски,27,397.78
S20260329-CH003-03658,2026-03-29,Гродно,CH003,Корона,CUST_CH003,SKU_010,Полуфабрикаты,43,362.53
S20260123-CH003-02333,2026-01-23,Гродно,CH003,Корона,CUST_CH003,SKU_009,Деликатесы,42,1085.97
S20250316-CH002-01517,2025-03-16,Брест,CH002,Санта,CUST_CH002,SKU_009,Деликатесы,31,778.29
S20250327-CH003-01767,2025-03-27,Гродно,CH003,Корона,CUST_CH003,SKU_003,Колбасы,48,826.53
S20260129-CH001-02425,2026-01-29,Минск,CH001,Евроопт,CUST_CH001,SKU_005,Сосиски,52,608.03
S20250220-CH004-01038,2025-02-20,Гомель,CH004,Гиппо,CUST_CH004,SKU_010,Полуфабрикаты,46,363.93
S20250315-CH004-01511,2025-03-15,Гомель,CH004,Гиппо,CUST_CH004,SKU_004,Сосиски,65,831.3
S20250121-CH003-00412,2025-01-21,Гродно,CH003,Корона,CUST_CH003,SKU_003,Колбасы,87,1546.11
S20260202-CH003-02511,2026-02-02,Гродно,CH003,Корона,CUST_CH003,SKU_005,Сосиски,60,672.25
S20250305-CH001-01302,2025-03-05,Минск,CH001,Евроопт,CUST_CH001,SKU_012,Полуфабрикаты,42,301.88
S20250305-CH001-01297,2025-03-05,Минск,CH001,Евроопт,CUST_CH001,SKU_004,Сосиски,49,638.29
S20260116-CH002-02167,2026-01-16,Брест,CH002,Санта,CUST_CH002,SKU_011,Полуфабрикаты,72,652.52
S20260131-CH004-02479,2026-01-31,Гомель,CH004,Гиппо,CUST_CH004,SKU_003,Колбасы,58,1082.74
S20260323-CH003-03525,2026-03-23,Гродно,CH003,Корона,CUST_CH003,SKU_003,Колбасы,41,708.22
S20250207-CH002-00759,2025-02-07,Брест,CH002,Санта,CUST_CH002,SKU_010,Полуфабрикаты,76,621.42
S20260117-CH002-02187,2026-01-17,Брест,CH002,Санта,CUST_CH002,SKU_008,Деликатесы,13,313.48
S20250305-CH004-01318,2025-03-05,Гомель,CH004,Гиппо,CUST_CH004,SKU_011,Полуфабрикаты,71,662.97
S20250104-CH001-00074,2025-01-04,Минск,CH001,Евроопт,CUST_CH001,SKU_011,Полуфабрикаты,37,317.61
S20250102-CH002-00026,2025-01-02,Брест,CH002,Санта,CUST_CH002,SKU_001,Колбасы,59,698.46
S20260117-CH001-02183,2026-01-17,Минск,CH001,Евроопт,CUST_CH001,SKU_008,Деликатесы,21,541.01
S20250225-CH001-01127,2025-02-25,Минск,CH001,Евроопт,CUST_CH001,SKU_010,Полуфабрикаты,34,271.88
S20250225-CH003-01140,2025-02-25,Гродно,CH003,Корона,CUST_CH003,SKU_007,Деликатесы,37,827.18
S20250125-CH004-00506,2025-01-25,Гомель,CH004,Гиппо,CUST_CH004,SKU_006,Сосиски,73,1029.07
S20250318-CH004-01561,2025-03-18,Гомель,CH004,Гиппо,CUST_CH004,SKU_009,Деликатесы,19,483.42
S20260308-CH003-03208,2026-03-08,Гродно,CH003,Корона,CUST_CH003,SKU_005,Сосиски,67,752.16
S20250224-CH004-01121,2025-02-24,Гомель,CH004,Гиппо,CUST_CH004,SKU_007,Деликатесы,29,651.05
S20260316-CH004-03374,2026-03-16,Гомель,CH004,Гиппо,CUST_CH004,SKU_004,Сосиски,45,595.61
S20250129-CH004-00587,2025-01-29,Гомель,CH004,Гиппо,CUST_CH004,SKU_004,Сосиски,56,726.41
S20260309-CH004-03237,2026-03-09,Гомель,CH004,Гиппо,CUST_CH004,SKU_011,Полуфабрикаты,62,511.5
S20250130-CH004-00612,2025-01-30,Гомель,CH004,Гиппо,CUST_CH004,SKU_012,Полуфабрикаты,63,479.34
S20250223-CH002-01090,2025-02-23,Брест,CH002,Санта,CUST_CH002,SKU_004,Сосиски,83,1079.26
S20250317-CH003-01536,2025-03-17,Гродно,CH003,Корона,CUST_CH003,SKU_006,Сосиски,34,504.36
S20250311-CH001-01409,2025-03-11,Минск,CH001,Евроопт,CUST_CH001,SKU_007,Деликатесы,31,690.8
S20250118-CH001-00349,2025-01-18,Минск,CH001,Евроопт,CUST_CH001,SKU_007,Деликатесы,32,673.17
S20250213-CH003-00886,2025-02-13,Гродно,CH003,Корона,CUST_CH003,SKU_004,Сосиски,55,757.42
S20260326-CH003-03603,2026-03-26,Гродно,CH003,Корона,CUST_CH003,SKU_010,Полуфабрикаты,33,265.45
S20260227-CH003-03051,2026-02-27,Гродно,CH003,Корона,CUST_CH003,SKU_006,Сосиски,51,719.76
S20250208-CH004-00783,2025-02-08,Гомель,CH004,Гиппо,CUST_CH004,SKU_006,Сосиски,65,901.04
S20260308-CH003-03209,2026-03-08,Гродно,CH003,Корона,CUST_CH003,SKU_006,Сосиски,41,603.65
S20260206-CH001-02595,2026-02-06,Минск,CH001,Евроопт,CUST_CH001,SKU_010,Полуфабрикаты,47,398.78
S20250131-CH004-00630,2025-01-31,Гомель,CH004,Гиппо,CUST_CH004,SKU_004,Сосиски,45,583.86
S20250121-CH002-00409,2025-01-21,Брест,CH002,Санта,CUST_CH002,SKU_003,Колбасы,58,1076.51
S20250108-CH003-00165,2025-01-08,Гродно,CH003,Корона,CUST_CH003,SKU_006,Сосиски,63,901.4
S20260311-CH003-03274,2026-03-11,Гродно,CH003,Корона,CUST_CH003,SKU_011,Полуфабрикаты,35,305.98
S20260107-CH001-01970,2026-01-07,Минск,CH001,Евроопт,CUST_CH001,SKU_003,Колбасы,56,980.74
S20250322-CH001-01650,2025-03-22,Минск,CH001,Евроопт,CUST_CH001,SKU_011,Полуфабрикаты,34,318.18
S20260203-CH001-02523,2026-02-03,Минск,CH001,Евроопт,CUST_CH001,SKU_011,Полуфабрикаты,73,681.63
S20250223-CH002-01088,2025-02-23,Брест,CH002,Санта,CUST_CH002,SKU_OLD_001,Колбасы,43,553.74
S20260323-CH004-03531,2026-03-23,Гомель,CH004,Гиппо,CUST_CH004,SKU_003,Колбасы,85,1562.0
S20260211-CH002-02694,2026-02-11,Брест,CH002,Санта,CUST_CH002,SKU_008,Деликатесы,51,1159.2
S20260126-CH001-02362,2026-01-26,Минск,CH001,Евроопт,CUST_CH001,SKU_004,Сосиски,61,784.57
S20260129-CH004-02442,2026-01-29,Гомель,CH004,Гиппо,CUST_CH004,SKU_004,Сосиски,48,634.38
S20250327-CH001-01755,2025-03-27,Минск,CH001,Евроопт,CUST_CH001,SKU_004,Сосиски,57,727.16
S20250115-CH001-00295,2025-01-15,Минск,CH001,Евроопт,CUST_CH001,SKU_011,Полуфабрикаты,66,576.2
S20250217-CH004-00966,2025-02-17,Гомель,CH004,Гиппо,CUST_CH004,SKU_003,Колбасы,37,677.58
S20250330-CH002-01823,2025-03-30,Брест,CH002,Санта,CUST_CH002,SKU_008,Деликатесы,14,322.9
S20260307-CH004-03197,2026-03-07,Гомель,CH004,Гиппо,CUST_CH004,SKU_009,Деликатесы,5,126.98
S20250127-CH001-00529,2025-01-27,Минск,CH001,Евроопт,CUST_CH001,SKU_004,Сосиски,54,730.81
S20260107-CH001-01969,2026-01-07,Минск,CH001,Евроопт,CUST_CH001,SKU_002,Колбасы,80,1144.02
S20250102-CH002-00028,2025-01-02,Брест,CH002,Санта,CUST_CH002,SKU_005,Сосиски,69,819.36
S20260130-CH001-02450,2026-01-30,Минск,CH001,Евроопт,CUST_CH001,SKU_006,Сосиски,71,1015.01
S20250323-CH003-01674,2025-03-23,Гродно,CH003,Корона,CUST_CH003,SKU_007,Деликатесы,22,510.94
S20250114-CH002-00275,2025-01-14,Брест,CH002,Санта,CUST_CH002,SKU_002,Колбасы,60,880.97
S20250222-CH001-01073,2025-02-22,Минск,CH001,Евроопт,CUST_CH001,SKU_009,Деликатесы,24,656.54
S20250222-CH001-01075,2025-02-22,Минск,CH001,Евроопт,CUST_CH001,SKU_012,Полуфабрикаты,53,374.64
S20260123-CH003-02329,2026-01-23,Гродно,CH003,Корона,CUST_CH003,SKU_001,Колбасы,56,649.87
S20260221-CH004-02932,2026-02-21,Гомель,CH004,Гиппо,CUST_CH004,SKU_009,Деликатесы,25,609.19
